title,description,category,subCategory,url,isPaid,price,avgRating,numSubscribers
Master Microsoft PowerShell,Unleash the Power of PowerShell. Amazing skills for anyone that deals with IT.,IT & Software,Other,/master-microsoft-powershell/,true,"₹1,920",4.31385,7234
Jenkins 2 Bootcamp: Fully Automate Builds to Deployment 2018,An introduction to the Jenkins build server using continuous integration and deployment techniques -- all step by step.,Development,Development Tools,/jenkins-continuous-integration-bootcamp/,true,"₹3,200",4.38514,9618
How to Work with Interior Design Styles Like a Pro,Interior Design Styles Demystified,Design,Interior Design,/learn-how-to-work-with-interior-design-styles-like-a-pro/,true,"₹12,800",4.23035,7842
Learn SAP Course - Online Beginner Training,Learn SAP with Peter Moxon - Ideal Beginner SAP Training Course! Unlimited Life Time Access & Fully Downloadable!,Office Productivity,SAP,/learn-sap/,true,"₹4,800",4.12313,7263
Learn Social Engineering From Scratch,"Learn how to hack Windows, Mac OS X, Linux & Android using Social Engineering & how to secure yourself from hackers",IT & Software,Network & Security,/learn-social-engineering-from-scratch/,true,"₹12,160",4.66942,11877
JSF 2.2 - Java Server Faces for Beginners - Build a DB App,JSF 2.2 - Build a Real JSF Web Application that connects to a Database - Most Popular JSF course,Development,Programming Languages,/jsf-tutorial/,true,"₹6,080",4.49565,6880
Complete GST Course & Certification - Grow Your CA Practice,Become GST Expert in 12 hours!,Business,Finance,/goods-and-services-tax/,true,"₹4,800",3.875,3938
Solidity Ethereum Developer: Build a Blockchain Wallet DApp,Build A Real Production-Ready Decentralised Blockchain Application. Learn Solidity & Become A DApp Dev!,Development,Web Development,/ethereum-developer/,true,"₹12,800",3.8125,7581
Read Music FAST!,Learn to read music using my unique method: just see a note on a piano score and play it on the keyboard straight away,Music,Music Techniques,/sight-reading/,true,"₹1,280",4.53589,7372
Learning Data Structures in JavaScript from Scratch,Write more efficient & performant code by learning data structures.  Be well prepared for technical interview questions.,Development,Software Engineering,/learning-data-structures-in-javascript-from-scratch/,true,"₹11,200",4.53008,10162
Become a Professional Python Programmer,Learn all the important skills Python programmers need to get all the best programming jobs,Development,Programming Languages,/become-a-professional-python-programmer/,true,"₹12,800",4.0431,8419
Learn Angular 2 from Beginner to Advanced,Learn how to develop web applications using Angular 2,Development,Web Development,/learn-angular-2-from-beginner-to-advanced/,true,"₹12,480",4.1483,97140
Learn Python: The Complete Python Programming Course,"Learn A-Z everything about Python, from the basics, to advanced topics like Python GUI, Python Data Analysis, and more!",Development,Programming Languages,/pythonforbeginners/,true,"₹6,400",4.07143,10011
Part 2 Certified Enterprise Architect Certification Training,"Software architecture certification with TOGAF 9® Part 2 exam, to become TOGAF Certified.",Development,Software Engineering,/togaf-part2/,true,"₹8,000",4.23,21873
Unsupervised Machine Learning Hidden Markov Models in Python,"HMMs for stock price analysis, language modeling, web analytics, biology, and PageRank.",Business,Data & Analytics,/unsupervised-machine-learning-hidden-markov-models-in-python/,true,"₹7,680",4.60054,13114
Acumen Presents: Kim Scott on Radical Candor,Become a better leader by learning to give and solicit radically candid feedback from CEO coach Kim Scott.,Business,Management,/acumen-presents-kim-scott-on-radical-candor/,true,"₹11,520",4.48997,5609
Long Exposure Photography: Shoot Your Own Stunning Photos,A quick start long exposure tutorial that will get you shooting beautiful photographs with your DSLR and iPhone cameras.,Photography,Digital Photography,/long-exposure-photography-tutorial/,true,"₹6,400",4.45652,20212
How to Program Games: Tile Classics in JS for HTML5 Canvas,"Learn to code tile-based worlds and related core gameplay for genres like arcade, overhead racing, and puzzle adventure.",Development,Game Development,/how-to-program-games/,true,"₹2,880",4.73558,5995
Agile Reporting - Beginner To Rock Star,Take your agile reporting to the next level,Business,Project Management,/agile-reporting-beginner-to-rock-star/,true,"₹12,480",3.96429,12147
Oracle Database 12c SQL Certified Associate 1Z0-071,Become Oracle SQL Certified ( OCA ) / Covers ORACLE university track 100%. All the presentations & scripts are attached,Development,Databases,/oracle-database-12c-sql-certified-associate-1z0-071/,true,"₹12,480",4.4898,5798
Complete Filmmaker Guide: Become an Incredible Video Creator,Get 7 Years of Filmmaking Experience - Everything from Pre-Production to Editing - in 5 Hours,Photography,Video Design,/incrediblevideocreator/,true,"₹12,800",4.43805,8543
Java Swing (GUI) Programming: From Beginner to Expert,Learn how to create desktop and Internet GUI Java programs and take your Java programming to the next level.,Development,Programming Languages,/java-swing-complete/,true,"₹2,240",4.55263,11905
PMI-ACP® Agile Preparation - REP Certified 25 Contact Hours,This course gives you 25 Contact Hours of Agile Practices Education so you can take the PMI-ACP® exam or earn PDUs,Business,Project Management,/pmi-acp-agile/,true,"₹6,080",4.16781,5560
Oracle Java Certification - Pass the Associate 1Z0-808 Exam.,This course will help you learn the steps to becoming an Oracle Certified Associate (OCA) and get a higher paying job!,Development,Programming Languages,/oracle-java-associate-certification-exam-course-1z0-808/,true,"₹12,480",4.27344,6687
Elasticsearch 6 and Elastic Stack - In Depth and Hands On!,"Search, analyze, and visualize big data on a cluster with Elasticsearch, Logstash, Beats, Kibana, and more.",Business,Data & Analytics,/elasticsearch-6-and-elastic-stack-in-depth-and-hands-on/,true,"₹9,600",4.40652,7994
All about NodeJS,Create & Deploy High Performance Node JS Apps on the Cloud and More !,Development,Web Development,/all-about-nodejs/,true,"₹3,200",4.41346,10617
The Ultimate Vue JS 2 Developers Course,"Learn and master VueJS by building 3 professional, real world web application using Vue!",Development,Web Development,/vuejs-2-essentials/,true,"₹5,440",4.42628,6260
Blockchain Development on Hyperledger Fabric using Composer,Learn to develop Network Applications on Hyperledger Fabric & Composer Technology,IT & Software,Other,/hyperledger/,true,"₹10,880",4.3875,5927
Python for Beginners : Concise and Practical,Learn Python from the beginning and get ready to use it in the future!,Development,Programming Languages,/python-basics-for-the-beginning-enthusiast/,true,"₹1,280",4.68721,14038
The Complete PHP MySQL Professional Course with 5 Projects,Learn PHP MYSQL by building 5 Projects including PHP Regular Expressions & CMS | Become a Full Stack Back-End Developer.,Development,Web Development,/the-complete-php-mysql-professional-course/,true,"₹12,800",4.03986,39353
SAP S/4HANA Training - in Plain English,"Simple Logistics for SAP Functional Consultants in Logistics ( SD, MM )",IT & Software,Other,/sap-s4hana-training/,true,"₹12,800",4.30619,6102
The Ultimate Beginner's Guide to Django 1.11,Learn how to make and publish websites with Django and Python. We'll make three complete apps and publish one online.,Development,Web Development,/the-ultimate-beginners-guide-to-django-python-web-dev-website/,true,"₹12,800",4.49398,5483
Guy Kawasaki’s The Art of Evangelism,"How to Promote Your Product, Service, Company, or Idea",Business,Entrepreneurship,/the-art-of-evangelism/,true,"₹9,600",4.52299,7051
1 day MVP 2.0 | Go from idea to MVP in just 1 day,Go from idea to working prototype in 1 day. New business idea? New feature for your app? Create a Minimum Viable Product,Business,Entrepreneurship,/1-day-mvp-find-the-right-idea-and-build-a-demo-in-1-day/,true,"₹9,280",4.55725,33277
"VMware vSphere 6.0 Part 1 - Virtualization, ESXi and VMs","Learn VMware's ESXi 6 Hyperisor, Virtual Networking, NFS Shares and Virtual Machines. Learn how with Video Demos.",IT & Software,Operating Systems,/getting-started-with-vmware-esxi-60-hypervisor/,true,"₹1,280",4.23611,6196
Android Training & Certification - 49 Projects,"Learn how to make Android Applications using these CodeAlong Videos, which includes 49 total projects",Development,Mobile Apps,/android-classroom-training-49-projects-included/,true,"₹12,800",4,36212
Mini Habit Mastery: The Scientific Way To Change Your Habits,"Learn how to always overcome resistance, take action, succeed every day, and make changes that last.",Personal Development,Personal Transformation,/mini-habit-mastery/,true,"₹9,600",4.52874,14528
MySQL for Beginners,"Learn how to Create, Use and Handle a MySQL Database from Scratch.",Development,Databases,/mysql-db-for-beginners/,true,"₹1,280",4.07576,21765
Complete English Course: Learn English Language | Beginners,"Learn English for Beginners (A1->A2+) with a Native teacher: English Speaking, English Grammar, English Pronunciation",Teaching & Academics,Language,/english-course-for-beginners/,true,"₹12,800",4.1971,11665
Digital Body Language,"You will learn what your digital brand says about you through your social media pictures, website and more.",Personal Development,Personal Brand Building,/digital-body-language/,true,"₹1,280",4.62651,16758
Javascript for Beginners Learn by Doing Practical Exercises,JavaScript for Beginners : Work closely with me doing exercises & learn more. I make Javascript easy for you guaranteed.,Development,Web Development,/javascript-for-beginners-introduction-learn-fast-easy/,true,"₹6,400",4.5458,7217
Meditation and the Evolution of Consciousness with Daaji,"Guided heartfulness meditation for beginners |Learn to meditate for happiness, improved well being and reducing stress",Personal Development,Personal Transformation,/the-evolution-of-consciousness-heartfulness-meditation/,true,"₹1,280",4.62981,5342
AWS Certified Cloud Practitioner,All non-techies and newcomers are welcome!,IT & Software,IT Certification,/aws-certified-cloud-practitioner-q/,true,"₹1,920",4.49636,4363
Character Art School: Complete Coloring and Painting Course,"The Best Way to Learn to Color and Paint Professional Characters for Animation, Games, Comics, Manga and More.",Design,Other,/character-art-school-complete-coloring-and-painting/,true,"₹12,480",4.55848,24737
How To Become a Bestselling Author on Amazon Kindle,"Learn how to make money writing with this complete guide to writing, formatting, publishing and marketing Kindle ebooks",Business,Media,/kindle-publishing-course/,true,"₹12,800",4.2193,40060
Object Oriented PHP & MVC,Build a custom object oriented PHP MVC framework and then build an application with it,Development,Web Development,/object-oriented-php-mvc/,true,"₹5,120",4.67628,5052
The Ultimate QuickBooks Pro Training Bundle - 45 Hours,"Master QuickBooks Pro with this training bundle consisting of 7 courses, 45 hours, and over 400 videos.",Office Productivity,Other,/the-ultimate-quickbooks-pro-training-bundle/,true,"₹12,800",4.51471,11636
Photoshop for Entrepreneurs - Design 11 Practical Projects,Learn Photoshop from scratch. Create 11 graphic design projects in Adobe Photoshop specifically for entrepreneurs.,Design,Graphic Design,/photoshop-for-entrepreneurs/,true,"₹6,400",4.4359,60192
Mastering SQL Server 2016 Integration Services (SSIS),Learn How to Create SSIS Packages From Scratch Step By Step,Development,Databases,/masteringssis2016/,true,"₹3,200",4.27636,6039
Management Skills: New Manager Training in Essential Skills,"Management Skills Certification in Developing People, Leading Teams & Process Improvement",Personal Development,Leadership,/the-new-manager-managing-people-teams-processes/,true,"₹8,000",4.43808,9878
Learn AngularJS Step By Step,"Very easy to learn video series on Angular-JS 1.4.1, Specially for those who are Beginners in this technology.",Development,Web Development,/maruti-angularjs/,true,"₹1,280",4,20114
The Core Four of Personal Finance,Learn the core four pillars of personal finance. Get and stay motivated!,Personal Development,Personal Finance,/the-core-four-of-personal-finance-basics/,true,"₹1,280",4.58333,17766
Adobe Illustrator CC - Essentials Training Course,"Learn Adobe Illustrator CC graphic design, logo design, and more with this in-depth, practical, easy-to-follow course!",Design,Graphic Design,/adobe-illustrator-course/,true,"₹12,800",4.72973,6802
Deeply Practical Project Management (Earn 16 PDUs),"How to implement the PMI project management best practices in the simplest, most deeply practical way.",Business,Project Management,/deeply-practical-project-management/,true,"₹12,800",4.37284,8730
Learn Spring Boot in 100 Steps - Beginner to Expert,Become an expert on Spring Boot developing a REST API and a Spring MVC Web application in 100 steps,Development,Web Development,/spring-boot-tutorial-for-beginners/,true,"₹12,800",4.37,7057
Powerful Reports and Dashboards with Microsoft Power BI,"Learn to use the free Microsoft Power BI to create reports, analyze data and develop interactive dashboards in minutes",Business,Data & Analytics,/powerful-reports-and-dashboards-with-microsoft-powerbi/,true,"₹6,400",4.43,7169
"Awaken Your Heart, Creativity & Wisdom with Tara Brach",Inhabit your full aliveness with embodied awareness,Personal Development,Personal Transformation,/awaken-your-heart-creativity-wisdom-with-tara-brach/,true,"₹9,280",4.59375,9224
How to Draw and Sketch for Absolute Beginners,Learn the Basics of Sketching and Drawing,Design,Graphic Design,/drawing-and-sketching-for-beginners/,true,"₹9,600",4.45574,7026
SOLIDWORKS: Become a Certified Associate Today (CSWA),SolidWorks Training: Learn to Master SolidWorks to the Associate Certification Level Even if You are a Complete Beginner,Design,3D & Animation,/solidwokrs-go-from-nothing-to-certified-associate-level/,true,"₹8,000",4.31532,5731
Anatomy and Figure Drawing for Beginners,Learn how to draw anatomy for complete beginners,Design,Graphic Design,/anatomy-and-figure-drawing-for-games-and-comics/,true,"₹9,600",4.51522,10095
Ultimate Beginner Guitar Masterclass (2018 Update),Beginner guitar lessons. Go from knowing nothing about the guitar and learn to play songs everbody loves in just weeks,Music,Instruments,/beginner-guitar-masterclass/,true,"₹12,800",4.5,40920
Ethical Hacking & Cyber Security Course : A Complete Package,"Practically learn ethical hacking & cyber security, its specially designed to enhance your Hacking Capabilities.",IT & Software,Network & Security,/ethical-hacking-cyber-security-course/,true,"₹12,800",4.04054,16874
Complete ASP NET MVC Web Development - Newbie to Ninja!,Quickly Learn Web Development with ASP NET MVC and C#. From absolute basics to ninja! Learn C# and MVC like a Pro,Development,Web Development,/better-web-development-pro-techniques-for-success/,true,"₹12,480",4.30447,8830
How to Create an Awesome Online Course,Miguel Hernandez reveals all the secrets he uses to make over 90K a year teaching online,Teaching & Academics,Online Education,/how-to-create-an-awesome-online-course/,true,"₹12,800",4.42982,13725
C Programming - Complete Tutorial For Beginners,"C programming concepts with loops, arrays, functions, pointers, structures, file handling, bitwise operators, cmd-line",Development,Programming Languages,/c-for-technical-interview/,true,"₹12,800",4.2783,8815
Business Analysis: Essential Modeling Skills & Techniques,"Learn to create Process Flowcharts, User Stories, Use Cases, SWOT Analysis, RACI Matrix, Scoring Matrices, and more!",Business,Data & Analytics,/visual-modeling-master-class/,true,"₹8,640",4.36948,10614
Servlets and JSPs Tutorial: Learn Web Applications With Java,Learn how to create dynamic websites using the Java programming language with this java web application tutorial,Development,Web Development,/javawebtut/,true,"₹2,240",3.82258,16316
Cisco CCNA Packet Tracer Ultimate labs: CCNA Exam prep labs,Are you ready for the CCNA exam? You sure? Check your knowledge with our CCNA Exam Prep Labs. Make sure you know topics,IT & Software,IT Certification,/cisco-ccna-packet-tracer-ultimate-labs-ccna-exam-prep-labs/,true,"₹1,280",4.83565,7179
Shopify Tyrant: How To Start An Ecommerce Biz From Scratch,Learn everything you need about Shopify to earn a profitable income from home working less than 1 hour a day.,Business,Home Business,/how-to-make-money-online-with-shopify/,true,"₹6,080",4.12857,34522
The Digital Painting MEGA Course: Beginner to Advanced,Learn the #1 most important skill for digital artists!,Design,Other,/the-digital-painting-mega-course-beginner-to-advanced/,true,"₹12,800",4.55604,18654
The Art of Energy Healing,"Channel Life-Changing Healing for Yourself, Your Friends, and Paying Clients",Health & Fitness,Meditation,/the-art-of-energy-healing/,true,"₹12,800",4.54461,7354
Amazon FBA Course - How to Sell on Amazon MASTERY Course,"A step-by-step guide for how to sell on Amazon, start an Amazon FBA business & MASTER Amazon Seller Central! Coursenvy ™",Business,Home Business,/amazon-seller-central-make-the-most-of-amazon-fba/,true,"₹12,800",4.4708,11836
Learn 3D Animation - The Ultimate Blender Guide,A-Z Guide to Learning 3D Animation and Modeling With Blender to Set You on Your Way to Creating Awesome 3D Artwork,Design,3D & Animation,/blendercourse/,true,"₹12,480",4.49702,11952
Facebook Ads for E-Commerce: The Complete Guide,Learn how to run Facebook and Instagram Ads with a 6 Figure Shopify Dropshipping Entrepreneur & Best Selling Instructor,Business,Entrepreneurship,/facebook-ads-for-e-commerce-the-complete-guide/,true,"₹12,800",4.38291,9560
Microsoft Excel - Getting Started With The Basics,"Learn to use Functions & Formulas, Charts, Filters, Keyboard Shortcuts & More for Excel 2010, Excel 2013, Excel 2016",Office Productivity,Microsoft,/getting-started-with-excel-20132/,true,"₹2,880",4.14286,15091
JavaScript Algorithms and Data Structures Masterclass,The Missing Computer Science and Coding Interview Bootcamp,Development,Programming Languages,/js-algorithms-and-data-structures-masterclass/,true,"₹9,600",4.70549,11219
Getting Started With Apache Cassandra ,Learn everything you need to know to use Apache Cassandra,Development,Databases,/apache-cassandra/,true,"₹3,200",4.156,7211
Introduction To Unity® For Absolute Beginners | 2018 ready ✅,"Learn the Unity basics from installation to 3D objects, terrains, menus, basic animation, lighting & exporting to mobile",Development,Game Development,/learn-unity-game-development-for-absolute-beginners-2018/,true,"₹12,800",4.45312,25222
Udemy Masters: Learn Online Course Creation - Unofficial,"Gain freedom with your own online courses & Udemy courses: idea, validation, production, & promotion. (Unofficial)",Teaching & Academics,Online Education,/online-course-masters/,true,"₹12,800",4.70631,7190
Salesforce Developer Training for Beginners:Basic to Advance,"Salesforce CRM Apex: This course covers basic and Advance concepts related to Apex like Triggers, DML operation.",IT & Software,IT Certification,/learn-salesforce-apex-basic-to-advance/,true,"₹12,800",4.27807,5802
Critical Thinker Academy: Learn to Think Like a Philosopher,"How to improve your grades, advance in your job and expand your mind -- by learning how to think for yourself!",Teaching & Academics,Humanities,/critical-thinker-academy/,true,"₹8,000",4.37135,31298
JUnit and Mockito Crash Course,Learn how to use JUnit and Mockito and Unit Test in easy steps.,IT & Software,Other,/junitandmockitocrashcourse/,true,"₹1,280",4.15132,5423
Photography - Become a Better Photographer - Part I,"See results today! 50 photography tips for taking amazing photos with your DSLR, Mirrorless or compact camera.",Photography,Photography Fundamentals,/great-photography-tips-photo-tutorials/,true,"₹2,240",4.4697,12179
Vim Masterclass,"Mastering the vi and Vim Editors on the Linux, Unix, Mac, and Windows Operating Systems",Development,Development Tools,/vim-commands-cheat-sheet/,true,"₹12,800",4.61982,8297
React Front To Back,Learn & Master React With The Context API + Redux & Build a Real World Project With Firebase/Firestore,Development,Web Development,/react-front-to-back/,true,"₹9,600",4.69824,5620
"Beginner API development in Node, Express, ES6, & MongoDB",REST API backend development. Build Node API and restful express API,Development,Web Development,/api-development/,true,"₹10,560",4.36364,10562
Programming in Microsoft C# - Exam 70-483,Training For Your MCSD: Windows Store Apps Using C# Certification,IT & Software,Other,/programming-in-microsoft-c-exam-70-483/,true,"₹3,200",4.35024,4833
Arduino Programming and Hardware Fundamentals with Hackster,"Learn electrical engineering basics to build circuits and program Arduino to make wearables, robots, and IoT devices",IT & Software,Hardware,/arduino-programming-and-hardware-fundamentals-with-hackster/,true,"₹9,600",4.5218,4902
Punctuation Mastery,"How To Use Commas, Dashes & Semi-Colons Like A Pro",Business,Communications,/punctuation-mastery/,true,"₹9,600",4.37429,12754
Learn to code with HTML - Beginner to Expert,Learn and Understand HTML & HTML5 From a total Beginner to and Expert HTML Web Developer,Development,Web Development,/the-complete-html-developer-course/,true,"₹9,600",4.3375,29917
Practical PLC Programming (PLC II),"This course will give an intermediate-level student the experience necessary to originate complex, logical solutions.",IT & Software,Hardware,/plc_programming/,true,"₹6,400",4.69355,11145
Learn Basic Commands in Linux Shell,This course will teach you the basics of using the linux shell commands.,Development,Programming Languages,/learn-basic-commands-in-linux-shell/,true,"₹6,080",4.45,13716
Advanced Excel: Top Excel Tips & Formulas,Master Advanced Excel Techniques. Solve Complex Problems Fast. Learn Advanced Excel Skills to Save Time and Impress.,Office Productivity,Microsoft,/advanced-excel-tips-formulas/,true,"₹3,840",4.53856,6355
3ds Max + V-Ray: 3ds Max PRO in 6 hrs,"3ds Max intro course:  3Ds Max and V-Ray for creating 3D architectural imagery, from beginner to advanced",Design,3D & Animation,/intro-to-architectural-visualization-using-3ds-max-and-v-ray_zillus/,true,"₹4,160",4.24515,9666
Learn Italian Language: Complete Italian Course - Beginners,Learn Italian Language faster - Italian for Beginners with Visual Support - Italian Speaking - Italian Grammar. Italiano,Teaching & Academics,Language,/italian-course-for-beginners/,true,"₹12,800",4.22271,13779
Neuroscience for parents: How to raise amazing kids,Parenting to help your children develop a healthy self esteem and trust. nurture their talents and bond with them,Personal Development,Parenting & Relationships,/neuroscience-and-parenting/,true,"₹6,400",4.46589,13922
Editing Mastery: How To Edit Writing To Perfection,The Deep Editing Secrets Of The World's Best Editors,Business,Communications,/editing-mastery/,true,"₹12,800",4.44762,13539
SAP HANA SQL & SQL Scripting,Learn how to develop SAP HANA Database Skills using SQL & SQL Scripting,IT & Software,Other,/sap-hana-sql/,true,"₹8,960",4.14,7020
Lean Management and Manufacturing (BKO Accredited),"University lecturers, Practical, Six Sigma case, Lean Management and Manufacturing training & certification",Business,Operations,/leanmanagement/,true,"₹4,480",4.34146,6510
Learn Software Testing from Scratch-Be an QA Lead,One single place to master all Software testing Principles  and techniques with Practical examples,Development,Software Testing,/learn-software-testing-in-practical-become-a-qa-expert/,true,"₹12,800",4.03873,5899
Alibaba - How To Succeed At Importing Products,Entrepreneur guide to big profits importing products from overseas using Alibaba,Business,Entrepreneurship,/import-from-alibaba/,true,"₹5,760",4.42105,12338
Certified Bitcoin Professional: Pass The Certification Exam,Enroll On The Most Complete Course Available Helping You To Become A Certified Bitcoin Professional!,IT & Software,IT Certification,/bitcoin-certification/,true,"₹6,400",4.42727,5024
Herbalism :: Introduction & Medicine Making Course,"Take charge of your health by learning to use herbal medicine that you make yourself. It's easy, effective and safe.",Health & Fitness,General Health,/herbalism-medicine-making/,true,"₹4,160",4.43931,7998
Write Better Emails: Tactics for Smarter Team Communication,How to improve your email writing skills to save time & improve communication with your team; easy business writing tips,Business,Communications,/write-better-emails/,true,"₹2,560",4.4915,5347
Google Tag Manager for Beginners+ (Challenges),Learn what GTM is all about and how to deploy your first Marketing Tracking with Google Tag Manager,Marketing,Analytics & Automation,/google-tag-manager-for-beginners/,true,"₹1,600",4.36986,12624
Graphic Design Masterclass: Learn Graphic Design in Projects,"Graphic design principles, typography, & color mastery using Illustrator, InDesign, and Photoshop. For beginners & more!",Design,Graphic Design,/graphic-design/,true,"₹6,080",4.3,13035
Ultimate Guide to Digital Sketching: Beginner to Advanced,Learn to digitally draw like a pro!,Design,Game Design,/ultimate-guide-to-digital-sketching-beginner-to-advanced/,true,"₹7,040",4.41667,19388
Product Management Fundamentals: Awesome Product Roadmaps,Build Awesome Roadmaps To Impress Your Colleagues Wow Your Superiors And Gain  More Customers,Business,Management,/product-management-fundamentals-awesome-product-roadmaps/,true,"₹3,840",4.22656,11154
Cryptocurrency Wealth: How to Trade & Invest Like the Pros,The opportunity of a lifetime. Learn from an experienced cryptocurrency trader and investor. Your journey starts here.,Business,Entrepreneurship,/crytocurrency-wealth-how-to-trade-invest-like-the-pros/,true,"₹12,160",4.35,6101
Linux Shell Scripting: A Project-Based Approach to Learning,"Learn how to shell script through project-based training (Bash Scripting, Bash Programming, Grep, Awk, and More)",IT & Software,Operating Systems,/linux-shell-scripting-projects/,true,"₹12,800",4.38904,9676
"Comprehensive Guide to Financial Markets, Investing &Trading","A comprehensive (advanced) introduction to global financial markets, investing and trading in all financial assets",Business,Finance,/financial-markets-a-to-z-for-beginners/,true,"₹3,840",4.21635,8087
Java 8 New Features In Simple Way,"Direct Class Room Videos To give Left and Right Anywhere about Lambda Expressions,Streams and More",IT & Software,Other,/java-8-new-features-in-simple-way/,true,"₹3,200",4.53661,3767
Learn Python - Python Programming For Beginners From Scratch,Python is a highly paid programming language and is great for beginners. Learn Python from scratch with free exercises.,Development,Programming Languages,/python-introduction/,true,"₹12,800",4.20356,23206
Learn the Basics of LinkedIn in just 30 minutes,Learn about the new-look LinkedIn with me. A LinkedIn trainer and Digital Marketing professional,Marketing,Digital Marketing,/learn-the-basics-of-linkedin/,true,"₹1,280",4.13636,15148
From China to Amazon - A LIVE case study and complete guide,Learn how to import from China and ship directly to Amazon FBA - See how I became the no.1 Bestseller in my category,Business,Entrepreneurship,/from-china-to-amazon-a-live-case-study-and-complete-guide/,true,"₹12,800",4.31522,8712
Master Google Sheets (and see why it's better than Excel),Ditch Excel and Learn Skills to Become a Google Spreadsheet Power User!,Office Productivity,Google,/google-spreadsheet-tutorial/,true,"₹11,200",4.19955,8722
Paint Realistic Watercolor and Botanicals - STUDIO BASICS,This foundation tutorial will help you understand essential work+studio basics for realistic watercolour and botanicals,Lifestyle,Arts & Crafts,/paint-realistic-watercolor-and-botanicals-studio-basics/,true,"₹4,480",4.50901,6380
The Complete Xamarin Developer Course:  iOS And Android!,"Build Cross Platform Android and iOS apps with Xamarin Forms, Xamarin Classic, Azure Mobile App Services, Rest and more",Development,Mobile Apps,/complete-xamarin-developer-course-ios-and-android/,true,"₹12,800",4.24161,7237
The Complete QlikView Boot Camp,Learn QlikView for Data Analytics - Designer & Developer step by step. Real-World Data Analytics. Real data included.,Business,Data & Analytics,/the-complete-qlikview-boot-camp/,true,"₹12,800",4.46416,5784
Best QA Manual Software Testing: Live Project+Agile+Jira+API,Ultimate QA Manual Testing course with Live project and Live demo + Real time interview questions + Life time support,IT & Software,Other,/best-manual-software-testing-live-project-agile-jira/,true,"₹5,440",4.22266,4788
Oracle SQL : Become a Certified SQL Developer From Scratch!,"Learn SQL with a ""Professional Certification Course"", Hundreds of Examples including 3 Real Exam Samples(225 Questions)!",IT & Software,IT Certification,/oracle-sql-12c-become-an-sql-developer-with-subtitle/,true,"₹12,800",4.43915,9036
Intensive English Language Course: Beginner level English,"English speaking course. 66 Hours of English language speaking, English listening practice. 1000 English language words",Teaching & Academics,Language,/complete-intensive-english-course-for-beginners/,true,"₹12,800",4.26239,5191
Selenium WebDriver with Java & Cucumber BDD,Build a start to finish web automation testing framework and simulate user behavior on a web application + LIVE TEST APP,Development,Software Testing,/automate-tests-using-selenium-webdriver-with-java-cucumber/,true,"₹9,600",4.26059,8623
Write PHP Like a Pro: Build a PHP MVC Framework From Scratch,"Learn to write faster, easier to maintain, more secure PHP websites by using a model-view-controller framework",Development,Web Development,/php-mvc-from-scratch/,true,"₹4,480",4.61417,4068
Amazon Affiliate Marketing + SEO | 250+ Videos | 18.0 Hours,"Build Amazon Affiliate Marketing Sites - Niche & Keyword Research, Link Building, Silo Architecture, WordPress SEO",Marketing,Affiliate Marketing,/seo-complete-guide-to-building-amazon-affiliate-sites/,true,"₹1,920",4.48444,16564
Therapeutic Art Life Coach Certification,"Therapeutic Art: Help Clients Heal, Reduce Stress & Manifest Dreams with Mandalas, Affirmations, Vision Boards & More",Health & Fitness,Mental Health,/art-therapy-life-coach-certification/,true,"₹12,800",4.04741,5765
CompTIA IT Fundamentals; FC0-U51. The Total Course,"What EVERY USER needs to know about basic setup, configuration, and troubleshooting PCs, networks, and mobile devices.",IT & Software,IT Certification,/it-fundamentals-fc0-u51-the-total-course/,true,"₹3,200",4.58007,3540
Photorealistic Digital Painting From Beginner To Advanced.,Bring your imagination to life!,Design,Game Design,/photorealistic-digital-painting-from-beginner-to-advanced/,true,"₹7,040",4.32515,25478
Salesforce New User Training,"Salesforce CRM: Turn curiosity into success by learning what it is, what to do with it, and how to use it successfully.",Office Productivity,Other,/salesforcecom-new-user-training/,true,"₹2,880",4.27095,5553
"MySQL, SQL and Stored Procedures from Beginner to Advanced","A beginners' guide to MySQL queries, database design, transactions and stored procedures.",IT & Software,Other,/mysql-and-sql-from-beginner-to-advanced/,true,"₹1,920",4.38258,8034
The Complete Facebook Marketing Masterclass,"Dominate Facebook & Instagram, Take Your Business to the Next Level. Start Using the Complete Facebook Marketing Today!",Marketing,Social Media Marketing,/facebookmarketingsystem/,true,"₹12,480",4.33803,8666
Guide to Stock Trading with Candlestick & Technical Analysis,"Learn stock trading in the stock market using candlestick and technical analysis for swing trading, stocks and forex",Business,Finance,/introduction-to-japanese-candlesticks/,true,"₹3,840",4.34667,36475
SMART Goals Write goals you will achieve,The Keys to Goal Achievement : Discover the elements that practically guarantee that you will achieve your goals,Personal Development,Productivity,/smart-goals-write-goals-you-will-achieve/,true,"₹1,280",4.01258,19483
Mobile App Design in Photoshop From Scratch: Design Uber App,Learn Complete UI/UX design by Photoshop from Scratch and Design Uber app from Scratch,Design,User Experience,/mobile-app-design-by-photoshop-from-scratch-design-uber-app/,true,"₹1,600",3.98101,30783
Become QlikView Developer from Scratch,Learn how to become an awesome QlikView developer without any prior experience.,Business,Data & Analytics,/qlikview-developer-course/,true,"₹5,120",3.94545,5532
The Complete Figure Drawing Course HD,Learn to Draw the Human Figure from your Mind,Design,Graphic Design,/the-complete-figure-drawing-course-hd/,true,"₹1,280",4.63953,7648
